symbol,archetype,history_start,history_end,history_years,data_readiness,financial_quality,earnings_quality,cash_flow_quality,balance_sheet,debt_liquidity,capital_efficiency,capital_allocation,dilution,accounting_consistency,forensic_findings_count,critical_findings,high_findings,medium_findings,deterioration_classification,value_trap,compounder_classification,valuation_status,base_iv,actual_mos,required_mos,mos_gate,final_decision,decision_reason
VCT,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,16749.830524589397,48.66,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VCX,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,WATCH,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,46076.07240395585,73.96,43.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 74.0%) đạt/vượt Biên an toàn yêu cầu (43.0%).
VDB,NORMAL_ENTERPRISE,2018,2025,8,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,28280.60082694965,96.82,45.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (EXCESSIVE_DEBT_LEVERAGE).
VDG,NORMAL_ENTERPRISE,2021,2025,5,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7814.376544288719,-83.0,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VDL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,1761.841941958195,-581.11,36.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VDN,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,272479.1874255059,82.71,46.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VDP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,132107.55273839744,81.22741699022345,35.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VDS,SECURITIES,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,13936.641298859045,21.071370324351108,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_SECURITIES_ROE).
VDT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,19424.307410089103,52.64,40.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 52.6%) đạt/vượt Biên an toàn yêu cầu (40.0%).
VE1,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,19424.307410089103,85.07,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VE3,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,5,0,4,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,55426.647976514796,83.22,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VE4,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,6474.769136696367,-3915.59,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VE8,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VE9,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7251.741433099931,64.15,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VEA,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,UNKNOWN,WATCH,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,37816.0,5.1,30.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VEC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,11678.236570753721,-156.89,35.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
VEF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,1130835.1104652085,93.09,43.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
VES,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,41188.471833842064,44.4,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VET,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,18614.961268002055,19.96,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VFC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,3046.950181974761,-3234.48,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
VFG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,57400.93007546291,23.61,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VFR,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,18714.061385334557,41.76,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VFS,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,14930.055575551825,31.68,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
VGC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,WATCH,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,37501.10824117129,-9.33,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -9.3%) chưa đạt Biên an toàn yêu cầu (50.0%).
VGG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,87170.01456603655,56.41,45.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 56.4%) đạt/vượt Biên an toàn yêu cầu (45.0%).
VGI,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,WATCH,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,118820.41946577615,29.305080408174693,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VGL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,13924.234702572832,-47.23,40.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -47.2%) chưa đạt Biên an toàn yêu cầu (40.0%).
VGP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,986989.4506522912,97.16,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
VGR,NORMAL_ENTERPRISE,2015,2025,11,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,159034.40977388094,24.67,35.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 24.7%) chưa đạt Biên an toàn yêu cầu (35.0%).
VGS,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,29545.90620108866,43.13933075648571,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VGT,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,1827.5352479907042,-501.9,46.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
VGV,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,73584.05759098452,30.83,41.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
VHC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,WATCH,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,40417.87758627817,-24.202464349693727,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS -24.2%) chưa đạt Biên an toàn yêu cầu (50.0%).
VHD,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,8609.173520193948,72.12,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VHE,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,4612.944379080008,39.3,25.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VHF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,2513.7441457774703,16.46,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VHG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (INVENTORY_BUILDUP, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VHH,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VHL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,AVERAGE_BUSINESS,READY,40920.54094392104,75.56,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
VHM,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,POTENTIAL_COMPOUNDER,READY,48716.25636801605,-47.79,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (POTENTIAL_COMPOUNDER) nhưng mức giá hiện tại (MOS -47.8%) chưa đạt Biên an toàn yêu cầu (50.0%).
VIB,BANK,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,POTENTIAL_COMPOUNDER,READY,19776.804290928074,33.00232026830553,30.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 33.0%) đạt/vượt Biên an toàn yêu cầu (30.0%).
VIC,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,WATCH,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,0.0,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
VID,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,158.69532197785213,-2767.13,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VIE,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,27402.07425992688,78.1,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VIF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,887.9683387469304,-1544.2,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VIG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,12726.743991483807,69.36,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VIM,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,9961.18328722518,3.63,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VIN,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,3046.950181974761,-451.37,40.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
VIP,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,38511.65449124251,74.91668398147716,30.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
VIR,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
VIT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,25004.56868906934,-5.98,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
VIW,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,34146.711702292974,30.59,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VIX,SECURITIES,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,WEAK_BUSINESS,READY,29397.752224474705,54.92852685189689,50.0,PASS,WAIT_FOR_MOS,"Doanh nghiệp có chất lượng tài chính yếu, không đạt tiêu chí mua dài hạn."
VJC,NORMAL_ENTERPRISE,2013,2025,13,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,5659.332865259058,-2103.44,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
VKC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,647.4769136696367,-85.33,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VLA,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,1618.6922841740918,-381.87,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
VLB,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,POTENTIAL_COMPOUNDER,READY,98349.4328776444,51.7,30.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 51.7%) đạt/vượt Biên an toàn yêu cầu (30.0%).
VLC,NORMAL_ENTERPRISE,2013,2025,13,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,WATCH,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,14.687859732794507,-80238.46,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VLG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,6727.02875235795,-10.0,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
VLP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,5549.802117168315,83.78,40.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
