symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
KSB,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
KSD,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
KSF,NORMAL_ENTERPRISE,8,READY,FAIL,WATCH,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KSQ,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KST,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KSV,NORMAL_ENTERPRISE,13,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
KTC,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KTL,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KTS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KTT,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
KVC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L10,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L12,NORMAL_ENTERPRISE,2,INSUFFICIENT,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,INSUFFICIENT_DATA,AVOID
L14,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
L18,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L35,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L43,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L45,NORMAL_ENTERPRISE,1,INSUFFICIENT,PASS,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
L61,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
L62,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LAF,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LAI,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LAS,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LAW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LBE,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LBM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
LCD,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LCG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
LCM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LDG,NORMAL_ENTERPRISE,14,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
LDP,NORMAL_ENTERPRISE,15,READY,WATCH,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
LDW,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,WATCH,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
LEC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LGC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LGL,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,WATCH,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LHC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
LHG,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LIC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LIG,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,WATCH,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LIX,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LKW,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LLM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LM3,NORMAL_ENTERPRISE,3,PARTIAL,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LM7,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
LM8,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LMC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LMH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LMI,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LNC,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LO5,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
LPB,BANK,15,READY,WATCH,WATCH,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
LPS,NORMAL_ENTERPRISE,0,INSUFFICIENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,CLEAR,INSUFFICIENT_DATA,REVIEW_BUSINESS
LQN,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LSG,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
LSS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LTC,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
LUT,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
M10,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,PASS,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MAC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MAS,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MBB,BANK,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
MBG,NORMAL_ENTERPRISE,13,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MBN,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MBS,SECURITIES,16,READY,PASS,PASS,NOT_APPLICABLE,PASS,WATCH,WATCH,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
MBT,NORMAL_ENTERPRISE,5,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MCC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MCF,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MCG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MCH,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
MCM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
MCO,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MCP,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MDA,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MDC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MDF,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MDG,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MEC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MED,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MEF,NORMAL_ENTERPRISE,9,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
MEL,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MES,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MFS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
MGC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MGG,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MGR,NORMAL_ENTERPRISE,5,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MH3,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MHC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MHL,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MIC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MIE,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MIG,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MKP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MKV,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,WATCH,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MLC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
MLS,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,WATCH,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
MML,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MNB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MND,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MPC,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,WATCH,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MPT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MPY,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
MQB,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MQN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,PASS,WATCH,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
MSB,BANK,15,READY,FAIL,FAIL,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MSH,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
MSN,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MSR,NORMAL_ENTERPRISE,13,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MST,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MTA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
MTB,NORMAL_ENTERPRISE,7,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTG,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTH,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTL,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTP,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MTV,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
MVB,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
MVC,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
MVN,NORMAL_ENTERPRISE,12,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
MWG,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
MZG,NORMAL_ENTERPRISE,4,PARTIAL,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAB,BANK,15,READY,WATCH,WATCH,NOT_APPLICABLE,WATCH,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
NAC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAF,NORMAL_ENTERPRISE,14,READY,WATCH,WATCH,UNKNOWN,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NAS,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAU,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NAV,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NAW,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,WATCH,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
NBB,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NBC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NBE,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NBP,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NBT,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NBW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NCG,NORMAL_ENTERPRISE,5,READY,FAIL,WATCH,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NCS,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
NCT,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ND2,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NDC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
NDF,NORMAL_ENTERPRISE,2,INSUFFICIENT,WATCH,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,INSUFFICIENT_DATA,AVOID
NDN,NORMAL_ENTERPRISE,15,READY,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NDP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NDT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NDW,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NDX,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NED,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
NET,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NFC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
NGC,NORMAL_ENTERPRISE,7,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NHA,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
NHC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NHH,NORMAL_ENTERPRISE,11,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
NHT,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
NHV,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
NJC,NORMAL_ENTERPRISE,8,READY,PASS,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
NKG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
