symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
AAA,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
AAH,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
AAM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AAN,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
AAS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
AAT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AAV,NORMAL_ENTERPRISE,12,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
ABB,BANK,15,READY,FAIL,FAIL,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ABC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ABI,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ABR,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ABS,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ABT,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ABW,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ACB,BANK,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ACC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ACE,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ACG,NORMAL_ENTERPRISE,7,READY,WATCH,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
ACL,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,WATCH,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ACM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ACS,NORMAL_ENTERPRISE,8,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ACV,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ADC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
ADG,NORMAL_ENTERPRISE,9,READY,PASS,PASS,WATCH,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
ADP,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ADS,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
AFX,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
AG1,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,INSUFFICIENT_DATA,AVOID
AGF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
AGG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
AGM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AGP,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AGR,SECURITIES,15,READY,FAIL,FAIL,NOT_APPLICABLE,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
AGX,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
AIC,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,PASS,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AIG,NORMAL_ENTERPRISE,8,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
ALC,NORMAL_ENTERPRISE,1,INSUFFICIENT,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,INSUFFICIENT_DATA,REVIEW_BUSINESS
ALT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ALV,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AMC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
AME,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AMP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AMS,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AMV,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
ANI,NORMAL_ENTERPRISE,6,READY,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ANT,NORMAL_ENTERPRISE,15,READY,WATCH,WATCH,UNKNOWN,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ANV,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
APC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,WATCH,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
APF,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
APG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
APH,NORMAL_ENTERPRISE,8,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
API,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
APL,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
APP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
APS,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
APT,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
ARM,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ART,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ASM,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ASP,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
AST,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
ATA,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ATG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ATS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
AVC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
AVG,NORMAL_ENTERPRISE,4,PARTIAL,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BAB,BANK,10,READY,FAIL,FAIL,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BAF,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BAL,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,WATCH,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BAX,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BBH,NORMAL_ENTERPRISE,7,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BBM,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BBS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BBT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BCA,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BCB,NORMAL_ENTERPRISE,9,READY,PASS,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BCC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BCE,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BCF,NORMAL_ENTERPRISE,8,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BCM,NORMAL_ENTERPRISE,13,READY,WATCH,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BCP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BCV,NORMAL_ENTERPRISE,7,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BDG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BDT,NORMAL_ENTERPRISE,11,READY,WATCH,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BDW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BED,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BEL,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BFC,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
BGE,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,FAIL,PASS,WATCH,WATCH,WATCH,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BGW,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BHA,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BHC,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BHG,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,WATCH,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BHH,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
BHI,NORMAL_ENTERPRISE,2,INSUFFICIENT,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,INSUFFICIENT_DATA,AVOID
BHK,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BHN,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BHP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BIC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BID,BANK,15,READY,PASS,PASS,NOT_APPLICABLE,WATCH,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BIG,NORMAL_ENTERPRISE,7,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BIO,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BKC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BKG,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BLF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BLI,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BLN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BLT,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMF,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMG,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMI,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,WATCH,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMJ,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BMP,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BMS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BMV,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BNA,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BNW,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BOT,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BPC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BQB,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BQP,NORMAL_ENTERPRISE,1,INSUFFICIENT,WATCH,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,0,CLEAR,INSUFFICIENT_DATA,REVIEW_BUSINESS
BRC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BRR,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,WATCH,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BRS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BSA,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BSD,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BSG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BSH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BSI,SECURITIES,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,WATCH,WATCH,PASS,0,0,CLEAR,WEAK_BUSINESS,BUY
BSL,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BSP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BSQ,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BSR,NORMAL_ENTERPRISE,14,READY,WATCH,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
BTB,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
BTD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BTS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTT,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
BTU,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
BTV,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BTW,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,COMPOUNDER,BUY
BVB,BANK,15,READY,FAIL,FAIL,NOT_APPLICABLE,WATCH,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BVG,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BVH,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,PASS,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BVL,NORMAL_ENTERPRISE,7,READY,FAIL,PASS,PASS,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BVN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BVS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BWA,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,PASS,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
BWE,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
BWS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
BXH,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
C21,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
C32,NORMAL_ENTERPRISE,15,READY,PASS,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
C47,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
